businessGuid, sun_0, sun_1, sun_2, sun_3, sun_4, sun_5, sun_6, sun_7, sun_8, sun_9, sun_10, sun_11, sun_12, sun_13, sun_14, sun_15, sun_16, sun_17, sun_18, sun_19, sun_20, sun_21, sun_22, sun_23, mon_0, mon_1, mon_2, mon_3, mon_4, mon_5, mon_6, mon_7, mon_8, mon_9, mon_10, mon_11, mon_12, mon_13, mon_14, mon_15, mon_16, mon_17, mon_18, mon_19, mon_20, mon_21, mon_22, mon_23, tue_0, tue_1, tue_2, tue_3, tue_4, tue_5, tue_6, tue_7, tue_8, tue_9, tue_10, tue_11, tue_12, tue_13, tue_14, tue_15, tue_16, tue_17, tue_18, tue_19, tue_20, tue_21, tue_22, tue_23, wed_0, wed_1, wed_2, wed_3, wed_4, wed_5, wed_6, wed_7, wed_8, wed_9, wed_10, wed_11, wed_12, wed_13, wed_14, wed_15, wed_16, wed_17, wed_18, wed_19, wed_20, wed_21, wed_22, wed_23, thu_0, thu_1, thu_2, thu_3, thu_4, thu_5, thu_6, thu_7, thu_8, thu_9, thu_10, thu_11, thu_12, thu_13, thu_14, thu_15, thu_16, thu_17, thu_18, thu_19, thu_20, thu_21, thu_22, thu_23, fri_0, fri_1, fri_2, fri_3, fri_4, fri_5, fri_6, fri_7, fri_8, fri_9, fri_10, fri_11, fri_12, fri_13, fri_14, fri_15, fri_16, fri_17, fri_18, fri_19, fri_20, fri_21, fri_22, fri_23, sat_0, sat_1, sat_2, sat_3, sat_4, sat_5, sat_6, sat_7, sat_8, sat_9, sat_10, sat_11, sat_12, sat_13, sat_14, sat_15, sat_16, sat_17, sat_18, sat_19, sat_20, sat_21, sat_22, sat_23
QniH_NAABATeAx45mQ4ESQ,1,,,,,,,1,1,1,1,,,1,1,1,1,1,2,,,,,1,,,,,,,,1,1,,1,2,,,1,,1,,,,,,,,,,,,,,1,1,1,,1,2,,,,,1,3,1,,2,4,,,,,,,,,1,1,1,1,1,,,2,,,1,,1,4,,,2,,,,,,,,1,1,,,,1,,1,,4,1,2,3,3,3,3,1,,,,,,,,,2,,3,1,1,1,2,2,4,3,1,3,,1,,1,1,,,,,,,1,1,1,2,3,,1,1,2,1,4,2,2,,,,,1
LYRAX4OZPGD3DRJew0zW4g,,2,,,,,,,,1,,1,5,2,3,1,,,,1,,,,,,,,,,,,,,,,,3,2,,2,,,,,,,,,,,,,,,,,,,,,3,,,1,,,4,,2,,,,,,,,,,,,,,,2,1,,1,,,1,1,1,,,,,,,,,,,,,,1,1,,3,2,1,,,1,1,5,,1,,,,,,,,,1,,,,1,6,6,14,3,1,,1,3,2,1,,,,,,,,,,,,,,2,1,8,7,3,2,,,,,,,,
fhLb0v5NBj93D7PLQpFXfQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTFx4ADDP6nPnlcMHB1-Ow,,,,,,,,,,,,1,2,1,1,,1,,,2,1,,,,,,,,,,,,,,,,3,,,,,2,1,,,,,,,,,,,,,,,,,3,,1,,,,2,1,2,1,,,,,,,,,,,,,,,1,1,,,,,1,2,1,,,,,,,,,,,,,,,,1,1,,1,1,,,,2,,,,,,,,,,,,,,,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,3,1,,,,
FZPbrikYVgDuzNFXHNC2cA,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
bfAw_HcpGGXqJ-Pt8KBvaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
h2ewvzx8enIwYhNbtIpcZw,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeoEQM5nHZIRLscTJux3MQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
NBWAHZW44AjKffz5LMj9Tg,,,,,,,,,,,,,,3,1,,2,,,,,,,,,,,,,,1,,1,,1,,,4,2,,3,,,,,,,,,,,,,,,,2,,2,1,,2,1,,2,,,,,,,,,,,,,,,,,,,,,1,1,1,,3,,,,,,,,,,,,,,1,,1,2,,1,1,4,1,2,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,,,1,,,,2,,,,,,,
SvdlC39JGPI_Tj3pS0ruzw,,,,,,,,,1,1,1,1,,,,,,2,2,3,1,1,1,,,,,,,1,1,1,1,,,,,,1,1,1,2,1,1,,,,,,,,,,,,,1,1,,2,2,,1,,1,3,,1,,,,,,,,,,,,,,,,2,,,3,,,,,2,1,,,,,,,,,,,,,,1,,2,1,,,,2,2,1,,1,,,1,,,,,,,,3,1,1,1,2,1,,2,1,,,1,,1,,,,,,,,,,,,,1,3,1,1,2,,2,3,,1,1,,,
vtQOervVVTXjhvSZQiZ6PA,,,,,,,,,,,1,4,1,,2,,1,1,2,1,,,,,,,,,,,,,,,1,3,3,,,,,,,2,,,,,,,,,,,,,,,1,2,1,,2,,,1,,1,,,,,,,,,,,,,,,2,5,3,,,,,,2,2,2,,,,,,,,,,,,,,,13,5,1,,,,2,4,1,,1,,,,,,,,,,,,,1,2,3,3,2,1,,1,5,1,1,,,,,,,,,,,,,,2,1,2,2,1,,1,3,1,,1,1,,
EFz6I-rPPyeNgH0xbevMWQ,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,1,,1,,1,1,,,,,,,,,,,,,,1,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
noLH_u4MJzfXYYHqcByjnA,2,1,,,,,,,,1,1,1,,2,,,1,5,1,5,1,3,1,2,2,,,,,,,,,1,,,,,,1,1,1,1,1,,4,1,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,1,1,1,1,,,,,,,,,,,1,1,1,2,,2,4,,1,3,3,5,1,1,,,,,,,,,,1,2,1,,3,4,3,9,8,9,12,9,3,3,,,,,,,,,,1,2,1,,4,1,2,2,3,5,9,5,3,7,4,2,,,,,,,,,2,2,,2,,,1,4,4,1,1,4,3,1
Fd0mINs0v_cma-ORPDBQSQ,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,6,2,1,,,,,,,,,,,,,,,1,1,,,,,,,,,2,,,,,,,,,,,,,,,1,,1,,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,
PzOqRohWw7F7YEPBz6AubA,,,,,,1,,,2,3,2,,1,1,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,,,,,1,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,3,,9,,2,2,,,,,,1,,,,,,,,,,,,1,7,4,6,6,1,4,1,,,,,,,,,,
qmwBQIX6QNx1OG4yxwBrFg,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,3,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,,,,,,,,,1,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,2,,1,,,
C51OyHyQUZfGom7Rb5FV8A,1,,,,,,,,,,,,,,1,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,2,,1,,1,,1,,,,,,,1,,,,,,1,,,1,,1,1,4,2,2,,2,,,,,,,,,,,,,,,,,,,1,3,2,,,,,,,,,,,,,,2,2,,,,,,,,,1,1,
SG_gEmEXL4ID6RAEinC5Bg,,,,,,,,,,1,1,4,3,4,1,2,2,,,,,,,,,,,,,,,,,,4,2,1,,2,1,1,,,,,,,,,,,,,,1,,,1,,,3,1,3,1,,,,1,,,,,,,,,,,,,,,1,,1,,2,3,1,,1,1,,,,,,,,,,,,,,5,1,3,1,,,1,,,2,,,,,,,,,,,,,,,,2,2,5,6,3,1,1,,,,,,,,,,,,,,,,1,,3,10,4,6,2,2,,,,,,,,
gXNTw5Ub9Mf1oh_ZSe7LhQ,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rXQn6FNGO78zeY6Jc0og8Q,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,1,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
hLHMqnIXSVWzDbP-3-RK-Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_dVPzYGXKNg2rIsc40VtyA,1,,,,,,,,,,6,,3,,,1,,,,,,,,,,,,,1,,,,1,1,1,4,1,,,1,,,,,,,,,,,,,,,,,,1,2,2,3,1,1,,2,,,,1,1,,,,1,,,,,,,,1,2,1,2,,,,,1,,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,2,2,,,,,,,,,,1,1,,,,,,,,1,1,1,1,,1,1,,1,,1,,,,,
N1xMSUfv1GmfHGa9a3VuJw,,,,,,1,1,5,2,2,,2,1,2,2,3,1,2,,4,3,1,,,,,,,,,2,4,14,1,1,5,1,1,,1,2,1,1,3,1,2,1,,1,,,,,1,,5,8,5,1,3,1,,,3,4,3,3,2,,1,,,2,,1,,,,3,4,11,2,2,2,2,2,,2,2,,3,3,4,,1,1,1,1,1,,,,2,3,6,2,1,5,2,4,6,2,4,2,,1,1,1,1,1,1,,,,,1,,2,1,,3,8,2,6,7,5,3,1,4,5,1,2,,1,,,,,,,1,1,3,4,5,3,2,,2,1,4,3,2,1,,1,,
4xofmDvGh2aD8Lgd0PH8GQ,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,1,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,2,,,,1,,,,,,
m_fi31gTJ1aASUZbS3QioQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,
5SYBY1QV6PIbpfsHWUVuqQ,,,,,,,,,,,,,1,,,2,2,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,1,,1,,,,,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,
nBh7RAqeGq2Y2vH-s8Aw9w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,
fP_kRceHkKxPqgf0o1RfUQ,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,3,,,2,,,,,,,,,,,,,,,,,,,2,,1,2,,1,,,,,,,
DaX21p1qpA1tL6vFpfR6Bw,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,
v6zRA0WqOODJjmpvstrpGQ,,,,,,,,,,,,,1,,1,,,2,2,2,,,,,,,,,,1,,,,,1,2,3,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,1,2,3,,,1,,,,,,,,1,1,,,,,3,2,2,,,,3,5,2,,,,,,,,,,1,,,,,2,6,4,1,,,,4,4,1,,,,,,,,,,1,1,,,,,,2,1,,,1,3,1,,,,,,,,,,,,,,,,1,,2,2,1,,1,2,,,1,,,
un3KC2gyMrSG6yqjVRctXg,,,,,,,,,,1,,,,,,,1,2,3,3,1,1,,,,,,,,,,,,,,,,,,,1,2,7,,,,,,,,,,,,,,,,,,,,,1,4,4,6,3,4,1,,,,,,,,,,,,,,,1,,,,1,4,4,8,5,,,,,,,,,,,,,,,,,,,1,5,10,10,12,1,1,1,,,,,,,,,,,,,,,,,,,5,2,10,4,1,,,,,,,,,,,,,,,,,,,,3,5,1,1,,,
faEvaCUMdOaBfXnDHHDrOQ,,,,,,,,,,,,,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,2,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YL_EiYALmGUd1lm5HZgL3w,,,,,,,,,,1,,,2,2,1,,,4,1,,,,,,,,,,,,,,,,2,6,2,1,1,1,,3,,6,,,,,,,,,,,,,,,1,5,3,2,1,1,,3,1,,6,2,,,,,,,,,,,,,,1,4,3,,,1,,,3,,2,,,,,,,,,,,,,1,7,4,2,1,1,,4,3,1,1,1,,,,,,,,,,,1,,1,1,,4,3,,3,,3,,,,,,,,,,,,,,2,1,4,4,,,2,,,1,1,2,,1,,
19hZVXTJ8nGUMBsuIfgm5g,,,,,,,,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,1,,,,,,2,1,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,2,2,1,,2,,,1,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
hoDG7g0Qxqje0dP_7MqpHQ,,,,,,,,,,,1,2,5,,,,2,2,2,2,1,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,2,7,3,1,1,,,,5,,,,,,,,,,,,,,,1,4,4,2,,1,,2,,,2,,,,,,,,,,,,,,,,1,2,,,1,3,2,7,2,2,,,,,,,,,,,,,,1,,1,1,,5,3,5,2,,1,,1,,,,,,,,,,,,1,,2,1,1,,1,,,,1,,
ff9FIHbKAx80wgCKKwsESg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,,,,,,,
vMeO4qFGHvu8ZyMsH0LDdw,,,,,,,,,,,1,2,1,1,1,,,7,2,2,1,1,,1,,1,,,,,,,,,1,3,,1,,,2,,2,1,,,3,,,,,,,,,,,,5,4,,,,1,,1,3,2,,,1,,,,,,,,,,,,,4,2,1,,,1,2,3,4,1,,,2,1,,1,,,,,,,,4,3,1,,,2,2,3,1,4,1,,2,,,,,,,,,,,1,1,,1,1,1,3,,1,2,4,2,,1,2,1,1,,,,,,,,,1,,4,3,4,3,1,1,1,1,1,,1,
AvuWSAwTGWtW5zoD-pJLUQ,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,2,,,,1,3,4,,,,,,,,,,,,,,,,,,3,3,,1,1,2,3,,,,,,,,,,,,,,,,1,1,3,1,1,,1,1,2,1,,,,,,,,,,,,,,1,1,2,5,2,,1,1,1,1,,,,,,,,,,,,,,,,5,1,3,9,1,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
nP9zQBRNSxlnU8BsbqYI5A,,,,,,,,,3,1,2,,2,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,2,1,1,,1,,,,,,,,,,,,,,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,,1,1,,,,,,2,,,,,,,,,,,,3,1,12,7,6,3,1,,,,,,,,,,,,,,,,,,,3,8,7,8,2,1,,,,,,,,,,
qecLHHzAwgkkeA1bG81vmw,,,,,,,,,,,,1,1,,,,,1,2,1,,,,,,,,,,,,,,,,,,1,1,,1,2,4,,1,,,,,,,,,,,,,,,,2,,,1,,2,3,2,,,,,,,,,,,,,,,,,2,,,1,,,2,3,1,,,,,,,,,,,,,,,1,,2,2,,2,1,3,2,4,1,,,,1,,,,,,,,,,,,4,2,1,2,1,4,2,,3,,,,,,,,,,,,,,,,1,,1,2,2,,,1,,,
cxShXLGuI24Xow5YhjFb5Q,,,,,,,,,,,1,,,,,,2,1,1,,,,,,,,,,,,,,,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,1,,,,,,,,,,,2,1,,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,,1,,,,,,,,1,,,,1,,,1,,,,,,1,2,1,,,,,,,,,,,1,,,1,,1,,,,1,1,,,,,
SqrWF1bO9nTihrC574_eIg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VrahGnInN5FjqVXHbtR6SA,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R8VwdLyvsp9iybNqRvm94g,,,,,,,7,13,8,12,26,16,21,11,8,2,6,12,10,16,7,1,1,,,,,,,1,2,25,13,6,16,14,15,6,2,6,3,5,13,6,3,3,,,,,,,,,11,23,15,10,11,14,12,12,7,7,4,7,14,9,8,1,1,,,,,,,,15,23,19,19,19,17,21,7,6,3,7,9,15,7,5,5,,1,,,,,,1,13,25,11,16,14,7,25,5,4,5,12,13,10,18,9,5,1,,,,,,,,4,13,14,52,39,51,26,27,18,23,6,8,10,9,10,2,,,,,,,,,3,10,28,54,34,24,23,30,11,18,8,11,8,10,5,4,1,
gfj0gqRkvwn5-vkx8sFjdA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-PA_1J9JzxLcluTOw2gZjw,,,,,,,,,,,,2,1,1,1,1,1,,2,1,,,,,,,,,,,,,,,1,1,6,,1,1,1,,1,,2,,,,,,,,,,,,,,2,3,7,1,,2,,,1,1,,,,,,,,,,,,,,,1,,8,1,,1,,4,1,,1,,,,,,,,,,,,,,,,2,5,,1,,1,2,,,,,,,,,,,,,,,,,1,1,2,1,,,2,1,1,,,,,,,,,,,,,,,,,1,1,1,1,2,,,,,,,
bmsS7NgF6uYFkmoUaJuh_g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,2,,,,,,,,
z5rbKDh_tM4ukP-leSU15Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,1,,,,,,,,,,,,,,,1,,1,,2,1,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idpRaOujsEvnI-LzDSKa6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,,
0udEgNqy5rLR5pZ4kD19Og,,,,,,,,,,,3,5,4,2,,,2,2,9,5,10,1,,,,,,,,,,,,,6,10,6,,1,,6,4,3,10,5,,1,,,,1,,,,,,,,5,6,10,1,1,1,3,9,4,3,3,3,,,,,1,,,,,,,,4,6,10,5,1,2,2,2,2,4,5,,,,,,,,,,,,,,3,8,3,5,1,,1,2,7,5,4,3,,,,,,,,,,,,,,3,3,6,1,,3,,2,6,5,1,,,,,,,,,,,,,,3,1,4,4,3,6,2,6,6,5,2,,
lxUsXRoQT3Th4x3fwnAZ9Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
WRjMDL79KQ0ZG5yCdfJiYA,,,,,,,,,,,,,,,,,1,1,2,,1,,1,,,,,,,,,,,,,,,2,,,1,,1,4,,,,2,,,,,,,,,,,,,1,,,1,,1,,,1,,,,,,,,,,,,,,1,1,,,,,,,2,1,1,,1,,,,,,,,,,,,4,2,,,,,,2,2,1,,,,2,,,,,,,1,,,1,,,1,,,1,1,1,2,2,,1,,,1,,,,,,,,,,1,2,1,,,,1,,1,1,,,,
Pu4cnxL5wWGbcaLAXisRuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
jFoLuxZFScgt5ZXNPTIOhg,,,,,,,,,,,,,1,1,,,,3,,,,,,,,,,,,,,,,,,2,2,,,,,4,,,,,,,,,,,,,,,,,,1,2,,,,2,,1,,,,,,,,,,,,,1,,,2,1,,,,,2,4,1,1,1,,,,,,,,,,,1,,,1,,,,,,2,1,2,,2,,,,,,,,,,,,,,,,,,1,,,,4,3,,,,,,,,,,,,,,,3,1,,1,1,2,,1,,1,,,,
dewq6aevfoNFvJBqM7PG5A,,,,,,,,,3,1,1,3,2,2,3,5,5,6,2,2,1,1,,,,,,,,,1,2,4,4,5,,2,4,1,7,5,4,2,4,5,,,,,,,,,,,,3,3,3,2,4,1,2,,8,5,4,6,,4,1,,,1,,,,,1,5,6,4,4,1,2,2,3,2,7,8,3,1,2,1,2,,,,,,,,,1,5,6,12,5,10,5,1,7,5,9,4,3,6,2,3,,,,,,,,1,1,2,4,6,9,4,6,2,2,3,3,5,3,7,7,1,,,,,,,,,,3,1,2,2,5,4,4,3,1,3,2,3,8,2,1,
xxSq7BBoCwUHnaxMMgF5mg,,,,,,,,2,1,4,3,1,1,,2,1,,1,,,,,,,,,,,,,,1,1,3,2,1,,,,1,3,1,,,,,,,,,,,,,,2,2,8,5,1,,1,,,,,,,,,,,,,,,,,,2,4,4,5,1,,,,,3,1,,,,,,,,,,,,,,4,4,7,3,,,,,2,,,,,,,,,,,,,,,,,,6,2,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
d87fxJ47AzTlREZCnUmaFA,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,
EWMwV5V9BxNs_U6nNVMeqw,,,,,,,,,,,5,8,5,9,4,2,3,14,22,19,13,14,,2,,,,,,,,1,1,,2,9,9,5,3,6,2,14,18,19,19,7,6,2,,,,,,,,,,,4,6,14,7,3,,6,11,16,16,14,9,7,3,,,,,,,,,1,,3,11,18,9,6,8,2,15,23,7,11,8,2,3,,,,,,,,,,,4,13,20,6,2,4,11,27,27,32,34,25,12,5,1,,,1,,,,,,9,17,14,25,16,7,10,14,21,29,31,26,12,10,11,1,,,,,,,,2,10,26,40,28,28,8,18,14,12,18,16,20,3,5,
