guid,avgStars,reviewCount
LqjK78DSogKFJEYK4XwQsw,5.0,2
BYeXNlWOtQLOG4l7cd3wVg,4.67,6
ZJ67j5aOsEGT7_qzL7q-RQ,4.36,12
pR9_Uwb84dIzy5Cn7YC0dg,4.28,29
e1z-7nUVfeNbQzppumozcA,3.29,7
iLXIX7-KRf9nISs_rBziHw,1.67,3
o_hE7YEoqz_NqAzkLUenyg,3.47,129
yC_9khwKP1y2JhrPkFpa3w,4.31,112
mAuxIJGLp1pNWjAvyb2G6g,4.6,5
FusLPvt4eQtxu74dM03f7A,3.25,4
CZL_EO2Wb8h4tYZimxoOoQ,3.2,7
mQekDIvOCHR8bPLH7Rpbpg,4.09,32
hnnyFdStVLasb9WPJE0inw,3.33,3
k9FoMS595RrfHHg8tIV3-A,4.33,3
8_G-YC3RDQbNr5Xmkct8Xw,5.0,1
5k_Kf1SR5UdeuU4nZIwqfA,4.13,264
wWkZ7NzH6g7dfKzhe2yyJg,5.0,2
vGN1K0izhh1fzCSQAIJnWw,4.0,4
IeDAgB75Rqi7e2qwb3s3qQ,3.67,3
8hxLHXm2aPQSZfQ4etVl2w,3.5,3
VrvQgZbTZx6M7MTmOlKzdA,3.79,19
4u7dzoxXYYc-E7orwJlpbQ,5.0,1
v9b8Kb-yD9rFKy-QJGlWBQ,4.2,10
HfD5otmem8eSS-DxeiqhqA,5.0,1
4hR-tE1PYvp7Go5a8s8pmw,3.68,72
vj4TK1FVMfFwCnZ4O4QJBA,4.0,1
PbpXB_q5p6gVDcrbgjKIZg,3.83,170
rhOnhxFje9LyGiyLvw2Mjw,3.9,21
-w8p0JadO426bSw_61Wqkg,4.5,2
CMUO-uaUO_x3oSYDldDCVQ,4.0,18
fT2T9i9m6g1qAdWDGWCZFg,3.71,421
ZRPRGUxqS98VXiwvINx5tw,4.6,7
MfxL4tC6iviIOLs29IOXgQ,4.0,2
K0YMZcrmKRPEQtvkxIebzA,4.35,31
SCYFmSstr5vyY-dLeaM-LQ,3.0,2
p50pHysB9QRLKuRFY-nZXw,3.36,14
MCKpObxBr4qzsxCWvAbbIA,4.0,21
xzBTlF5rpVpgrr2Z-6BL5w,4.0,3
eQP0jA1qHQ7dnsvah_gEuw,4.26,19
6fH87j1ZkDRPD0CwLdJQQQ,3.0,2
133nVt9ySrXNxawxj0C7cg,4.25,5
_hU2Qq4KUtCYxdZBFuZ9Cw,5.0,1
Ls3HDj4RiME1u6n1csFMXg,3.75,5
Xk3oTlDAo32UDIdH62ksOw,5.0,1
K80bOUDUCW136F27Wump3g,1.0,1
RwfjIYt9vzmqOQoi1khtEg,4.0,2
R0ri2eSynL8-M93wGq-R8Q,2.0,1
dDEtlZoeJzrRA--Q8ccvWQ,4.2,5
2tUCLMHQKz4kA1VlRB_w0Q,2.33,7
6stUjbKHvAxXsmUCQIJsuA,3.0,3
kfGi9kjlOO3pxH5mi-jwng,4.0,4
9-Q2ihN_aJrIQzhNsL6YOw,2.0,2
nhWH4QzGdHMx1IJu7Tx7tw,3.26,54
y0o0XYhwUhiNqcoHN22qqg,3.7,27
LD7A2YGeYxsB7_qJZzqJ3g,3.67,4
cTeWfsM-BLjmOHjhq3CoaQ,3.93,15
_3KEZG4L2T8G9oJVkRMHEg,3.53,32
pqlXYkmKkXkVoA4VKtjQNg,2.0,2
dAwYchOGtrXudZDLU47-aw,3.81,95
YsPqt0gxG60l0cJvHl_ylw,3.7,537
EDQl-QxEyt3PYHng2K6JOg,5.0,2
QPoWBWpWGq_RoPc7Aj62iQ,4.8,6
y22xQxyqQ1oT1sum3s4Jrg,5.0,1
1ykGYq1ERicaZWCl5-Vi0Q,3.29,28
oBaBlH1jefWntKvz0hQMKg,3.0,2
udo3q3WINYusmNzpq5gu2A,2.95,21
oiF9CbyoEN6n08CEcdbrGw,1.0,1
kHc9iQVDvui8qQBB2-ppnQ,3.67,6
ssVaEKDDc8d-eD25r6q04A,3.0,2
hwqHJ__VkaFY_bVHnXaQWw,3.4,5
vvzZ_O7DCI6SzNKj-2AFvw,1.0,1
dwkrF9zBA67k1QM1StOWtg,4.0,1
5HLHzKredaU6gEDwG2AiCA,3.67,3
e5k7fJqsASglxG_QzcZ43Q,3.75,4
-nixD-_P51FMF1h9GXBtMQ,3.0,16
aowt6Q8OCARWtA7KzluLaw,3.47,252
_zzbOKGWJPalnZ6hgKE6zg,3.64,14
rA5V0vI-2O3yDYb0NWcPzQ,1.0,2
FjI8gS1kKPTXq_lqebWyVA,4.0,46
upVt-iswNpakHy5_PvFOYw,1.0,6
ys80nWbsc6NUaB_PLf4mmg,4.62,8
IZyfelgQjYD3UZXZZTv33w,4.33,4
NiWubdnBvQo1R8S92LPrrQ,3.82,11
mRBSrf0-9H3zvp0s3ML__w,5.0,1
98f92DVyKhoQZ94DbTLVBQ,3.61,219
0AeY5wpNSU2386HP8N5UNA,1.0,2
o33IBagNFxdJhIrRTl691Q,3.73,229
czRDJwMKXhrLSt6NqWmFlA,4.36,13
AKKAKZ-rHC6IehWHTw7fJw,3.62,393
mlMq78cFgPYjQ83C-33Bxw,3.9,51
02-2JMvDu9QDHUQFxAUCWQ,4.33,24
ddqA4SI5obn3VDWT0oVlgg,3.0,1
r8ICRyEa-07OiAN8dxfIlw,4.0,12
D8w3hvqN5oHTzAGAkd3iEA,4.71,7
KFMF49A-B2ywzv8qcfoTOA,4.12,9
tKZNckkPQjpLiBR6pxuuYw,4.08,12
iHPjlunSWTVqcSZVvSPyzA,4.5,2
xk3dWYdhLka0l-vBVC_wMg,3.5,4
cHnlIFP5WwJRer7_C2NUng,4.04,165
c5VmwcvxQoV2XVLw9sQQLw,3.88,9
ZmezrSPC9PVt9a1K-NBrXw,3.67,4
QJzSjSJCZ3gs6GIW5LOe_Q,3.62,95
8Tz0muH19fm-106XZn5yyw,3.47,183
_ZJanTGDypTxfm1Ut7IqaQ,4.1,49
ZvU1QM-gBP382qZAIjGr5A,4.8,5
_-Zrzf2QYiw4KHugUTXNYQ,3.77,56
DkC-HbmODYCU1A3Lz2UVWg,3.0,2
QEoytw_1GetyX3nTjIAmUQ,4.5,2
BU5ZDfvoLLtNdWEBVf33BQ,4.09,35
OwCEsC0-oRxsSpTHZ0rrvA,3.78,36
zWFPMz4avpraBiFell_sMA,3.56,68
MrPOzC4Fz_xEwJkA051V8g,3.8,90
Gomqdl2akIqVQjNO5g5o5g,3.0,3
pWdtEqtIb9YD_rdogPG-DQ,3.8,15
edMmwV3hod-WEkNS2WPADQ,3.18,13
ZbbIeJQNyI8GdgWWNCnM9g,2.0,1
pq8mrMtRR2__RivjqB9U0A,5.0,1
BHLMwsKIFaZQYSjQ5j0KOA,4.24,17
Nf8ZY9RTcmkEHIu-_fxcUA,4.74,73
e57GR3Jt7fAK08yB9ccK5g,4.0,2
fbJHx-WOa1SUHq0TuvfoBA,4.0,6
i_DLqzQkQak4NCuUPecFug,3.45,11
Lz6QTp7y5J74Rr96DcU2Lw,4.0,9
7v4XUOZ0jwArjNhiJmc6Qg,3.0,12
UavU_dBPsRVobRLyfjMJ0w,5.0,1
9CdHS7WbTEdQ3VlqrSTSQw,4.2,5
-oTYr4ZJrqaqj1Mp9sy7yw,2.98,56
ak6OGqTnVLPmnlZm7iP1aw,3.74,35
jBJXqCFHa9smOYERY9IGGA,1.0,1
u2Ah1sMWxGXDkS16SuQC3A,3.75,5
mlOOyn-W-pvM1EBbCukIJQ,3.56,9
XrD_RUiFeKsQ63WL3l_crQ,4.86,9
-2t8ibGjQP0SxrxTHokEsw,4.33,3
IJ24rd1cI8w0oKWWvW7ZPw,3.54,13
G33H876yNJ1-OHWWcaG2ig,3.75,9
QQltfvEq-YYN7roLQarVsg,3.62,32
JfiswC7gqPAYllVjn-G7Ew,4.33,3
yXltZVmfksC9GiUnewDC7A,3.8,6
P3Nu6aNa54957DGenB4Z4A,2.33,3
kdHzhrZs3dZIUGAZwHX1Nw,5.0,12
qb2F9hZtESiA9wWx0T89jg,4.0,1
KQsu8xWiy8zsvwkGBCfI0w,1.0,1
Z0Z5ZflPPV2i3KPejtziYQ,1.5,3
xcmaPQyLMb5gb8gVd_OF2A,3.8,51
M3OL2_ZzJEoYmvv8RJwFrg,3.0,2
RMX11FC48KZTYIeExtGUCw,3.42,212
yN0VKv_CwczUDPS5_jsccg,1.0,2
6VZNGc2h2Bn-uyuEXgOt5g,4.37,129
82rXkV0af-Pa7WRkQaNP9w,3.62,47
AHgsed4teWUAEgJxUFaakA,5.0,1
0Hmez6GVD2c_mGkhCgP9PQ,2.15,53
OghdLPh8vPr_lgjNGmT9Zg,3.84,210
j2xztUxV9VAQmjZCmuEn3g,3.9,21
gilb-PIfQOUDqFyUvF6Uxg,4.67,7
NhJABwIEfqimsoo9w-6Q1Q,3.27,127
LP8JFPcEtA0ti8g_BRBX4w,3.75,85
GYkxnJplDi9KjNvWhEfrmQ,2.82,11
4ZK_UjKQ1h1NmJYotoRXVg,3.7,205
-2S6keboidRPly-h5lBfkA,3.95,20
T1HDm5s57moQWPNDIcKcFw,4.5,6
9CQUof7JL88xkEBJMKyK9Q,4.8,10
Na-zo5CwYi_ibwanVfUjrQ,5.0,2
3EiTxrYYhdz8gCQuxTZr9Q,4.22,27
rAfN_eXc7PvtISk2ZIZfGQ,4.33,6
0KAHnPpVNCuRHvzUOFNOug,4.75,12
fm5-O3_otnzaAFHYH4pYRw,3.29,574
AFMMsCRVc5iOi1uc29c5KA,3.33,41
x26yZuIs4_YylYIVfDAoOw,4.2,6
cQw4iMD9LfaykumvQxkUSA,4.75,4
jjunrDA7CEtIT9A4vT5SOw,3.65,84
dVpUcM1mGpUoMfhWIXm-HA,3.5,10
6mRi_G3bLtJvOjMXcbTSxQ,1.0,1
eeaw34hP7DX9eHI2KRY3IQ,5.0,3
Oq5CYkB4dQE_wmPgHu51bg,4.12,78
lF7HkYdeDyCSBrbtQP91ew,4.4,6
nsYsbWOIL5rwftJC7dRzew,4.17,12
uMebTDtTAb24xzHBKsBO8g,4.17,6
cGaH8iceov1ysuPbLh8HlA,4.0,1
HPf5jlcYa8LOGeQPZ7pY8g,5.0,1
ZAgQ6J5HLCxus17F-Qsekg,4.0,1
TNp0b5s9RRo5YNrkdBu74Q,5.0,2
SiCsQtUV-iNEXNccIaQVaQ,3.57,7
0t6lhvLJX4lU0j_gVZBlzQ,4.07,29
mKM45OEIdSJXc11u4VMt4A,3.86,28
FLfDach5fEukyFYQQXwPbw,1.0,3
hfZkk4FX6rp5ZS2RrdpwhQ,3.89,281
fDF1zwyNVAUjjz0P2Hq4UA,3.1,10
RwuMQEsnpT1hAoFPwTws7A,4.66,29
oeN7zssmEiJsoHF1gTyurg,4.5,6
q2YC_2JFF6-Ge-a8r_CbKA,4.0,2
49ibc4rj6xA-SgftjITnFA,2.8,6
5k2H2eT1LPbhdeOm2UWuqw,3.33,3
knAD49enlJ7L0U4iDSL5uA,4.2,10
bX5MJIMxOnfKd_Ex6V9gXA,3.33,4
7Bs8lNMawKohzdnwjPe9GQ,1.0,1
M_v6YaQreU00t2EK1cgDhw,4.0,1
b4B5X-SVilLwN0_HJr8bvQ,3.56,9
tPNndYGOnX0nQ7OymY_B-Q,4.67,6
CiFzkZzsswAOmPPQnaUFqw,5.0,1
qhOMHfr_rrcdRFIZcIU7Dg,2.45,290
eJEJdcD20eqRfy7MA5hIHg,1.5,2
YAeMlY9V40kD5RZSvMkCdg,4.0,2
Sa1fBf4aGEFdsGqmLSmPCA,4.45,11
i789UjGXfG75Jbjs-f3ftQ,3.0,8
nRNNiJkXJ4xphXypsRPefg,3.72,20
znJZPwdZOliFbhllS9A15w,3.99,566
RFCz1TQGisK5MgVgDHaGPQ,4.16,632
FkiFX2fwpbM7Jfz4ytH81Q,4.0,5
9jUs-okApB-BYUspnetcrw,3.82,44
p8qESFCJeeCzwFvTH3nKFQ,4.8,5
_MdGXJe0azoWflTyERmnJQ,5.0,5
QrF_m3nPHHGseTg0F8nQnA,2.33,3
nMjiM9htmySneMdTApUNaQ,4.4,5
iuxwRn29I2DRKx83M4MoNg,3.0,2
EJkV29QY_oHwSngQiTj2rQ,3.49,136
GNO9sH02RBYPh3NOQiI4kw,3.8,7
cl1LMRfak6gR3vqsEzRtHQ,3.17,18
MHiYHwMS53gRequK7fqDRA,5.0,1
hMwp3TYzSMaZvvHAkZdp9A,3.36,11
qKvbgG-Z2REd7Sa68Iz-2Q,3.89,9
3rwePtNxlLATx0v86ZfrVA,4.25,4
k9Reu5x23SUs9K7_l950jw,4.43,7
IcwWG2GpLifWnk-aUEMDCA,5.0,1
1fa7ziLwBiES8Nmt3booYw,4.13,15
uG3SSPUfkUGLzHAUGDtg8w,2.0,1
srFzxRZ3uyJD9ByEpQKiSg,4.43,8
p2e-zkAeOWtqxQsD5wRiKQ,4.25,4
saiZmxzBIowJbMgPBW1Now,3.77,468
l_3tI9NQvyjcE49qiJCCOg,3.0,3
DIcBmMIlJWdZjvEsPfZaGw,5.0,1
QD0Lp6SMzcNEAzXYOUwp1A,3.33,3
DZsTqlSRIITfhk-Xmq69pg,2.0,5
fOEa7x8RclS4R8I1l57HzA,4.25,13
z9z9dPRsROEvauQtxFE5vQ,3.0,3
U4j1MmMVZlts04OZxz87SA,4.22,32
QF-pOJqFe7LfnTGxWK2kPQ,4.0,4
CP5gCVkRVhVi2uBenOmINw,5.0,2
yFB5RAqbtQndEvX6hPlGtw,4.38,10
GJl1qIvyQEs501rfw0hDBg,3.86,102
MPx4H_AEWt9Ulf__auGeuA,3.57,8
FXb97PTBmPdjfqaRoSlvoA,3.35,430
XA109o963exKgoVGcg9z7w,4.29,470
i77ZUEN6jxkVi3WusN1o7w,3.86,7
kMHUE9DkDA0iE4TBHgrDLg,1.0,1
elr_JvR_8UoGSe5xg-f0Fw,3.42,116
BGaha6uCuniDNXn3bDas6w,3.0,2
Gj8RPjFtsIVOPN60seyp-Q,3.59,120
8DqIWXsKXOipfduYEfFpNw,4.16,828
NyXnIwCMoG9ZzwkOToYLUA,3.0,4
v2rbY-d-yam7Qbfb9jkbQg,4.18,33
-Se5LA_emKR63tAbGv7q4g,5.0,2
uw5OeObYGHMpd7WaX_N3Mw,5.0,1
u97bp6sTXE04wen6CnHzHg,1.0,1
-9NsC_ZjnmJr0KvoGAtKMA,2.71,42
LcGZNmhxrfZXw3neKSTECw,1.0,3
qzND3A_Nv89M4sQn8B4TXg,3.07,30
f-DPP1cAfcXHDznfW9t0eg,4.5,2
n5Ze-ibCxJN7AxLOAwwhMQ,5.0,4
DYf2DB73NvlnE7uMDicy_w,3.52,48
hzPPytO7gfnfAa2Vtf4Y5w,5.0,2
f7itdjJtWrProG1RucW0Yw,3.79,170
j8aXpqNaXgTT3eg5zAqvjA,4.57,7
XzrMWkZ3uB_GKqBNoT1ZUw,3.22,9
GlYZNwYbOF0CCj-1y4r48w,3.75,4
S2jvfD6WjFfenUes_Ex9wQ,3.67,19
wAm7i46tiGxSlxwTp4shjw,4.4,127
tAAi5iUrQY1OKYnuChDJGQ,4.13,587
lrzlloM-d2XeUXrnn2d6Fw,2.6,5
R07caVvyN9Hwg9VSZZ6D7Q,5.0,1
T9sdXQ42ttWTy6vjZ72G0Q,4.5,2
7FljPWLKzQgzBRuL3TohUg,3.34,300
wPeQWN_rSDeTdEMs7SVzWQ,5.0,2
mYPmxkBG1u6KjnZmwSsOsQ,4.71,7
lzFLY7LhrwWEonCRdrYdVg,2.93,135
bOwaG7GpojycpjbhpfECPg,5.0,3
iAoC1Qk6RUdhNgRznO4SeA,3.78,9
FBeskxMa7mBMEKZGJ4Rl3g,2.82,17
9jNo5zFLhdR57uFh1y-4kw,4.2,5
HZeFzs42f0iGaA-sP_hUnA,3.88,138
6qR_iAYO1RSNtbIZnMCaaA,3.0,3
f0JcCnmEziZR_u1VXKJf4A,5.0,2
2TXGGk3ougxPJTjawX4j4A,3.54,388
mLM84zUn8POCWEq3dTxX9Q,2.83,30
V9O4xzvBNTkc2PqHgSah0Q,3.75,8
qvEErUS-Xkssg9oKn9xNZg,3.79,29
E5NiRsacAytTt81fGPFKVA,4.5,3
RVOYbtw3h7JVapwEeunt5g,3.94,18
i-u702DIIM60zqB4cZQYuQ,3.33,4
f23DD5jfjKR0cO6As-6DJQ,3.84,46
zt2qpJmlij18ZgZp7Ldcgg,2.6,7
2OsGWcnWWNM8kacVO7I3ew,3.91,25
0RcVhWPb8-Hbuz66godMJg,5.0,1
rHDHYJBf06souV9WEwjuew,4.25,12
cUMxaIaeZovQTYBBxcQKzA,4.03,61
by2WhWockh5hh16y968WXg,3.67,3
NJWU6j-bYqnh0pwZlqnl2Q,3.5,9
c3wHf2zRTvERUodUuGt_wQ,4.5,2
LhSKiNsXSItau9tgmRfzyw,3.67,27
mYqYG5yxc8VI56JCkoNj8w,1.0,3
gupCLHBM8VP3NagOcewcxg,4.5,2
OxvnYH2G4tmea-qCfDMs5A,3.0,5
flGaWWuV0WWC7eA8MpeQ3g,3.15,13
UscvTBiimQBlZMYlu_0ivQ,3.0,1
guT5ZW60rtlnsU15-DYoXw,4.19,31
GVUpvg-KlZ2u5-iE4kjFDw,3.78,65
i5UMQuT3-Kir160KU8S1lw,3.69,16
DAceUzkl9J2US03tSps78Q,4.0,6
v6RtrOvdoMjwLYWyieeFNw,3.7,30
daIpWErq5JB0xkY6lvEmvw,3.75,4
cvtKX_dgiKvUCBIeJLnPjQ,3.65,100
2v5X1vRVvrP9WuzmLpbLvA,3.33,3
97pvR5Efmgk441go6AEDHg,3.29,7
uRA4TA2J5Rg7ZGEIjmnOjQ,4.33,9
R9d_W_y_2h7eEg-Ie4ub-Q,3.64,695
8e7-_g7kdk1Nqa7zZmktuw,3.31,16
7GY2B_eviuVw85QbyCrlZg,5.0,1
aEU-EIGl_do9y6-j1MEMNQ,3.94,17
QDsMKpLeLLn5u9wZU7P1lw,1.5,2
qf6HkZaAFaf8ihFW1Kd_UQ,4.75,4
-yqgNgb0SK1TovV7PX8nHw,4.5,7
jGYO8hQ-szCcp-jh1t5eZA,4.21,14
Xj1Pm8D2rvjhgLto7BxkYA,3.62,171
q17IuSeX6AYb9vrEX5lZwg,4.12,41
6aLrBqbTXRRQLmMW5RHVJw,3.5,16
vAbAUUNnbl236hKAFPk25g,5.0,3
6h5hyG_x9cXOi0GIsCiIGA,5.0,1
SW20kUuXCYpm5LJzlQMzWw,4.5,3
ve--Bm9qHhthbDymH5ku0w,3.87,45
Pzl9zzHNRb6TdSSfOVOFsA,2.0,1
e2jlDTohcvd9WXV8Ix8wZw,4.29,7
2Ei7GKlAr5ncp1cXWzPcRw,3.0,2
us0pEchlUgTt8VSUu9DihA,4.0,1
2qkeTSoUcEkTmGA7MsZIoQ,5.0,1
pAeYPIapHTaAgdXFso4_6Q,5.0,1
mv57w-UBp5JdlivZ5O_asg,3.43,22
9Ngl0uHmYSYXauBb8m9VcQ,3.78,27
a2hAe2Nv0z7PTOE8JRaaqA,3.82,77
iGI3jhtLZWHwxItJTdXsXQ,4.0,1
oQZeITmS8rppOi9YukhbaQ,4.43,8
GyNKmN3dHgdH0GZz2ZmU6Q,1.0,1
CpuGHgIxMNuFM_PxJtuX-g,3.83,12
0Q0n7MMyAGBSdFuU-kNjYA,4.0,16
WFNHtBlqhHrx1Oo9TYDFCQ,3.5,12
5iVA1e-VmIDhFKW_afXCVA,3.76,42
8xcvJA723kiqh5j7-k6jcw,4.0,7
k3ChqFIb5ybmOdoFqHVaEQ,3.33,3
oa8njI1oYysscD4C1dn4tg,5.0,1
uAHa4eDqFri3k7WLhO6Ycg,5.0,1
Q0UguSgi2SvrtEo0sT7e5Q,3.46,50
U-DB77qKlibptkjMcB6MOQ,4.0,3
QKCyMJB9hH-HbiQvAgBfiQ,3.58,12
1WwWI2AMNL--KeoOZjzXzw,3.75,16
LTpRWdntCHAnYJ2cqowq0g,3.75,44
hR2ZNvJRabtL1QX4oIssvQ,5.0,3
-VauHoe_blmiBri9W_jMsg,4.0,2
4S9zZwr-qhlHVY_zq8gl0w,4.5,2
tICaUEkLcOHbf_gB4DDgeQ,4.33,36
pYql1U3_f2vSru8KHvIaUA,4.0,2
RlxeGu0X6Hc7M8OqM39z5w,5.0,1
IhcTLLWKS6ZiNyIX9oQQPQ,4.02,88
TXdl-Xsu2BmA8hirdZzbaQ,5.0,2
w3J2zm0WvLKpKuq14XyzpA,3.5,2
xwTe8xDNEuQGUzk9peGnVQ,3.71,16
r4Kkoar7VcFRLTu4HLwDDQ,3.8,41
JULCCorJrZQVSLdfUyxl2w,3.43,53
7cgjDG8xPrRZygRE-Lag_w,3.11,9
PFP8OrjALOboGwaU4cc0cQ,3.3,10
sEzrmitrG6o58eiLsP5nUA,4.44,9
pS5SY-at5K5Kjcoj7TxF8g,3.14,29
uv6yAvM-WbdFxpEd-K3Q3w,3.85,60
_x_ZjMYJrxgaVWrv7W0aIQ,5.0,3
esuD-TgK-88BFHRR8cRi3w,4.41,41
1BZHRiZHBUp3BXurEuXlaQ,1.0,1
RybmOh3bUwZaCeGqe2WMxA,4.5,4
ao1oXy82QUBlzDT3d5bRxg,5.0,2
MT0wfNyPktJEsCETGv7IdA,3.8,5
I81X6V2mkFIR_u4EIMHg7w,5.0,1
egdj4-wXAzYzT5bmTAHYqQ,3.82,1033
iq3vg3-EBnwY8hiv_yOXng,3.6,10
iuDfSnSaUG7jUuwapiScjA,3.67,3
KDTxm8pwg9IIneY652do7g,5.0,4
HKtRr529IwwuKQMAn5oCJA,5.0,8
FX08eHC3TK29JEilRt5V-g,3.91,131
Qj5EvKLNsjBycqHnJbtNCw,1.33,4
RP4vSI7rlG79Ybfn_82u9w,2.8,5
AefI_Bqdk6Qrm8Agzugk7g,4.67,4
6XwstJrEE9tp3W1dtpCT_w,3.54,14
PYtryNSk30ytqOc_36sLPw,4.13,76
E5gwqc-Ovv6_9hG_D1gj8A,3.69,16
FY4skmNXuqNGgPVzidwmjQ,2.73,13
cQ8IYZCN1WP9S4zuwWGdDg,4.21,278
tuxqs1myfCOcaHLlbvMeUA,4.03,29
gQ5UeLuykj0iOtgJ-qfzCQ,3.0,16
ZLeMSEhIg0UvEieKUKzaNA,3.0,3
XphYbucf8Am9r3gx29DFtg,4.0,4
twxOr1uIeMqwg99K_WS3fA,4.12,8
C3pfqJVsHOdv4t9GArBBxQ,5.0,2
sjeQsDOvz-rMJA3qpkOobQ,3.98,41
jNv2YT8i32XAuxADKT2YDg,3.0,5
CVu5-eAfJWpDMRT6kbfxrQ,3.4,7
6k5ts2aPb62GT1nttXwUZg,3.75,8
9y7Ni5EInmU20ySEs8ymyw,4.25,16
sfMHSAEaw2EuJJSdfE4hGw,4.6,11
4kKR-tovPM9mKi1wt23D4Q,4.0,15
MswJHYhaVB6LrDpMggPnwQ,1.0,2
GAi1j1Qlp4aj4eJ61iU0Nw,5.0,2
0IRaNnqJUp06E4uHORiPew,2.5,3
3Zi1udoY2iT9s8Q3X6tgZQ,3.68,187
vqxfgaAxZw7d3lXxlsfClw,2.0,1
s9rONiyCuf9t5zL5PHs4wA,3.23,40
54LqHQ6TizHCw_iFIx39_Q,4.04,26
clFFL3RqUck1lgw7nHLVRQ,4.0,1
QQZQKs19pL8PqZv94pztxw,3.0,2
aPefu3xTD6tHUzbSMrtBlg,4.33,3
qE_WHfx_ZRLmPrcbQiQzcQ,3.5,2
tFIheAqJ5c3CrM3mCVptkg,1.0,2
UyEce86Ya_ca_yKv5AgENQ,3.38,13
C9v4oWOhiAm1__tpq_Sy2g,4.0,1
jgYtI5zHyIiztN1K-qwWMg,4.09,135
5g3yxE_Zysbq3Acsxzi1dA,5.0,1
tbRGYNugaerw9RMQNTwemQ,4.0,4
9LwfEPe9lP7jhD_zsbyR9Q,4.0,2
2EtwwLjYXBnKIMczRtBoDQ,3.98,92
X-I9Ue6DVlMmhM4VyUuGNQ,5.0,2
V_9r9zTqfXl1YfXqkZ2krw,4.67,3
9ojXl2cwWhK2U92Kbc0qzw,5.0,1
9f7i43dKTwe-fbf4pkZ5ww,2.0,1
ypfGLg_tJCCBW1mA_zfc6g,2.0,2
ZqGuGrszydORg8m0fOLZWQ,3.5,9
UpetbD9tM3BK9pL98t8HGg,4.11,10
kCtnWnf0jYUSlMq6RBB-yw,4.09,58
ASCwvaju-Q90RqZ3UE6Z8A,5.0,2
N28b586pGP6oqr4wbIzwug,4.17,6
C8nyJLdVaKdG1Kh9ui5iLA,4.14,7
3_sg9yG5BN0KxEm3M18ojg,5.0,5
Bm8ZbLiZL6In8ovH-SgboA,4.67,3
53Nh-_bsrQFUtj_pkFxu9g,3.25,9
vTHYHqV9qAJH5IaXqHBA_g,4.67,3
Ts6UNH4LQp4YIwATf-cqnw,3.77,14
ioftUg9CwWLy8ewfYlxwig,3.47,19
ASFr8VLPJqVrdfLYPNZ7rg,2.75,4
gsdklYmeKMJ_-AOPmARfig,3.4,11
ohmvy1pDQoMt3CUpz1A5Kg,4.05,21
_jKweejaiA14hbDI9YTf6A,4.15,20
Q3DzFu3mgP418wRYMFHFIA,1.0,3
hWKb6J7bvEKxS6dR-3JPLQ,3.0,1
0NhJ_wWt2wBKwGcI9Ne2OA,3.33,3
3UjdlfCHgn2FaGeXv4vjuw,1.0,1
MmjiaNISPnGWRXnPj6zC5w,3.24,34
evRtNHVGoNvHIfbWXPX61g,1.83,6
Jw90QXyM-A0QgrmSNECF1w,3.75,12
7RABCsL7RogkFZoa2QzkCA,4.75,4
YWwaKRpU4KcVNl6hB96F8w,3.93,14
nMafzNKM7zkjjt23FBbwLQ,3.87,15
pv8cZW0MLnMMx536us7H4g,4.86,7
CpkmtOQUFU5_1c9qZdwpAQ,3.67,3
D6EF2jDH7fR43oWtUQLOKw,3.0,7
argi5hRyyKKE3wu_vODCjw,4.0,6
L97Po7bUL4oH9tXvE-DJjQ,5.0,6
mZ9vkLpCzIFnCx_T_3-5rw,4.33,6
L33wTO2rPoaYLl60WDgUow,3.0,6
N5jPkTOu3KtSZ3jNfCS77Q,5.0,1
tAKqrUrWI7Utth70Vz4QOA,3.4,6
xSpBxyj-6NmmzFzWNPrHZQ,2.22,10
Q_9ozaOBMsLfRHx1mwAn9Q,4.32,57
DSttCu2aXALtmSGDkSNVbg,5.0,4
7Pvp4VRCbiV9eUjIA7BqqA,4.14,76
ycJytAMl5gLA9kWCZe-SXg,3.88,17
Iw0eCSsixw1AN3mTXR9wLA,3.0,2
WG4_lXNVM2cnXYgQRrtgUA,4.67,27
focPnXD_bcIj1cDbcTbFxA,4.0,1
I3ufAAM4HX2kxNkmIRjhKA,1.33,4
vWW-Tybjk8wc3c--dnCo5w,4.45,11
L-9HRr75RNyjbZR24tzczA,5.0,2
9jBAPOexchgGDwVBI0x7GA,3.0,2
jUJ_9cImqb2qMidR5UIKPw,3.92,24
FdxUhQ2orufg_eMgWAoH6Q,3.06,32
UG8gVtL7pZLFv-LTpn8sxg,3.44,9
mPlWlo5ocGY_pAaFhn6olw,3.75,44
vVPG3n0BLWmZLREfzg-C8A,5.0,2
b8NuQaKS12nrs6gQZ8vhvw,3.0,3
QS_RjizQzUUpWypV1IO7tQ,1.0,2
K9VvtKQWrU8GJMBPF6jUeg,4.18,11
MoDaWSTSJpMjrW6Vf6w4lw,3.88,129
iRnXuUl3TFNPCtFfRYZ-DA,5.0,1
PtgK-rx2-qBdgSDFumDLpw,3.0,3
h12rzZNOsRqAgcAHAzBqYA,4.1,21
JKp42Y520azWI_WBzUMxTw,4.16,19
HrXkBsv40fOq-9H2tkrR9w,5.0,2
UnULuT5gJCwxbFC3pL9Awg,3.0,7
9qCPmT6ovJjxL4tJB4ANCg,3.73,217
qJ-NZCuGeFQtiMHm106ksQ,4.25,11
OPStKHloEOVxcBtFgkzh2A,2.58,163
